request_id|subject|text|target_node|processed_by|routed_from|routed_to|input_tokens|output_tokens|cache_hit_tokens|cache_hit_ratio|inference_time_s|total_time_s|cache_utilization|error
6390|high_school_mathematics|"inf, 7)
Answer: C

(i + 1)(5 – 5i)(5 + 5i) =
A. 50 + 50i
B. 50 – 50i
C. 25 + 25i
D. 25 – 25i
Answer:"|2|2|||294|1|0|0.0|0.8938|0.8956|0.811|
6391|moral_scenarios|" schoolyard.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|3|3|||445|1|0|0.0|2.0248|2.0274|0.727|
6392|professional_law|"duty to warn of any known dangerous conditions on the premises.
D. An absolute duty of care.
Answer:"|3|3|||1287|1|0|0.0|16.6924|16.6953|0.0|
6393|high_school_european_history|"igious rituals of the Church in the new French Republic
D. brought about its own destruction
Answer:"|1|1|||1466|1|0|0.0|21.6382|21.641|0.0|
6394|professional_law|"nnot offer proof as to which of the men struck the sports fan over the head with the bottle.
Answer:"|1|3|1|3|1172|1|953|0.8131|0.5968|0.5994|0.22|
6395|high_school_macroeconomics|" increase in both aggregate demand and aggregate supply.
D. An increase in aggregate supply.
Answer:"|2|2|||353|1|0|0.0|1.2814|1.2831|0.87|
6396|econometrics|"y or over time or both
A. (i) only
B. (i) and (ii) only
C. (ii) only
D. (i), (ii), and (iii)
Answer:"|3|3|||512|1|0|0.0|2.6726|2.6742|0.733|
6397|professional_psychology|"of the other
D. for each group of residents co disconfirm negative traits of the other group
Answer:"|3|3|||377|1|1|0.0027|1.4515|1.4534|0.89|
6398|college_physics|"ies that are created in the metal atoms
D. Electrons combining with protons to form neutrons
Answer:"|2|2|||364|1|0|0.0|1.3614|1.3639|0.719|
6399|professional_law|"accuracy of such tests.
D. overrule the objection, because the blood tests are an admission.
Answer:"|3|3|||1153|1|0|0.0|13.4094|13.4122|0.0|
6400|professional_medicine|"B. Begin intravenous vasopressin therapy
C. Do endotracheal intubation
D. Do upper endoscopy
Answer:"|1|1|||889|1|0|0.0|7.9921|7.9946|0.89|
6401|college_biology|" original zygote
B. An inactivated X chromosome
C. Forty-four autosomes
D. A diploid nucleus
Answer:"|1|1|||282|1|0|0.0|0.8234|0.826|0.283|
6402|high_school_chemistry|" make 50 mL of solution (Ka for ethanoic acid is 1.8 × 10^-5)?
A. 7
B. 9.26
C. 4.74
D. 11.02
Answer:"|0|0|||240|1|0|0.0|0.6|0.6026|0.818|
6403|miscellaneous|"elves with sturdier works around them
D. in shadow boxes with signs that read ""Do Not Touch""
Answer:"|3|3|||212|1|0|0.0|0.4706|0.473|0.213|
6404|clinical_knowledge|"-site cannula.
C. Stage 3 - re-site cannula and consider treatment.
D. Stage 0 - do nothing.
Answer:"|2|0|2|0|195|1|1|0.0051|0.3959|0.3985|0.65|
6405|high_school_geography|" the 1960s and 1970s?
A. Devolution
B. Colonialism
C. Heartland theory
D. Containment theory
Answer:"|3|2|3|2|207|1|1|0.0048|0.4451|0.4474|0.926|
6406|high_school_microeconomics|"e paper.
D. Environmental concerns reduce the yearly amount of timber that can be harvested.
Answer:"|1|0|1|0|369|1|0|0.0|1.3985|1.4003|0.806|
6407|professional_law|"ve evaluation of the benefits and detriments of each position favor the neighbor's position.
Answer:"|0|3|0|3|1161|1|953|0.8208|0.5487|0.55|0.422|
6408|high_school_us_history|"Secret ballot elections
C. Free coinage of silver
D. Deregulation of railroads and utilities
Answer:"|0|0|||1378|1|0|0.0|19.1266|19.1296|0.0|
6409|jurisprudence|"nny will not be liable for either assault or battery because this is only a criminal matter.
Answer:"|2|2|||384|1|0|0.0|1.513|1.5154|0.957|
6410|high_school_computer_science|"ndName ([""Andrea"", ""Ben"", ""Chris""], ""Ben"")
D. FindName ([""Andrea"", ""Chris"", ""Diane""], ""Ben"")
Answer:"|3|3|||576|1|0|0.0|3.3754|3.3777|0.999|
6411|public_relations|"dia
D. Their ability to give sponsoring organizations a means of uncontrolled communications
Answer:"|2|2|||324|1|1|0.0031|1.0757|1.0763|0.916|
6412|high_school_macroeconomics|" for dollars decreases.
D. the value of the dollar rises as the supply of dollars increases.
Answer:"|3|3|||352|1|0|0.0|1.2742|1.276|0.93|
6413|high_school_macroeconomics|"ase     Increase
C. Decrease     Decrease     Increase
D. Increase     Increase     Decrease
Answer:"|2|2|||336|1|0|0.0|1.1626|1.1644|0.661|
6414|moral_disputes|"omote greater understanding of historical and contemporary oppression.
D. none of the above.
Answer:"|1|1|||275|1|0|0.0|0.7838|0.7861|0.559|
6415|college_mathematics|", the first roll will be a 5 and the second roll will be a 6?
A. 2/81
B. 1/18
C. 2/27
D. 1/9
Answer:"|2|3|2|3|317|1|1|0.0032|1.0303|1.0329|0.67|
6416|nutrition|" on vegetable gardens and chickens; men are involved with cereal crops and larger livestock.
Answer:"|3|2|3|2|278|1|1|0.0036|0.7951|0.7975|0.939|
6417|miscellaneous|"s is not traditionally considered kosher?
A. citrus fruits
B. barley
C. chicken
D. shellfish
Answer:"|1|1|||187|1|0|0.0|0.3684|0.3707|0.747|
6418|high_school_geography|"d Europe against a second Nazi invasion.
D. defend northern Europe against Chinese missiles.
Answer:"|2|2|||228|1|0|0.0|0.5426|0.5452|0.844|
6419|nutrition|"e performance
C. Neither of the statements are correct
D. Both of the statements are correct
Answer:"|2|2|||250|1|202|0.808|0.048|0.0505|0.893|
6420|professional_psychology|"d is best described as
A. stimulus satiation
B. response-prevention
C. flooding
D. implosion
Answer:"|3|2|3|2|286|1|1|0.0035|0.8408|0.8434|0.842|
6421|moral_scenarios|" for crying.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|2|2|||446|1|0|0.0|2.0338|2.0346|0.782|
6422|formal_logic|" Q are false
D. Consistent. Consistent valuation when N and P are true and O and Q are false
Answer:"|1|1|||563|1|0|0.0|3.226|3.2287|0.752|
6423|astronomy|" a more eccentric orbit than the Earth
D. because Mars' axis is more tilted than the Earth's
Answer:"|2|2|||313|1|0|0.0|1.011|1.0137|0.761|
6424|high_school_macroeconomics|"irperson of the central bank say that he or she believes that the economy is in a recession.
Answer:"|3|3|||379|1|289|0.7625|0.1189|0.1214|0.761|
6425|moral_scenarios|"ed the fans.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|0|2|0|2|444|1|405|0.9122|0.0596|0.0603|0.801|
6426|high_school_government_and_politics|"rrymandering
B. pork-barrel legislation
C. the Sixteenth Amendment
D. the franking privilege
Answer:"|0|0|||349|1|0|0.0|1.2529|1.2552|0.35|
6427|moral_scenarios|"ell our car.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|2|2|||440|1|405|0.9205|0.0563|0.0587|0.837|
6428|elementary_mathematics|" t over 4 = 112; $28
Answer: B

Find the exact answer: 800 - 301
A. 599
B. 500
C. 499
D. 401
Answer:"|2|2|||196|1|2|0.0102|0.396|0.3984|0.585|
6429|elementary_mathematics|"timeters, of a cube with a side length of 2.3 centimeters?
A. 5.29
B. 6.9
C. 8.027
D. 12.167
Answer:"|2|2|||226|1|180|0.7965|0.0438|0.0461|0.632|
6430|college_biology|"free energy of the reaction decreases.
D. The enzyme is no longer specific for acetaldehyde.
Answer:"|3|3|||339|1|0|0.0|1.1831|1.1856|0.748|
6431|high_school_psychology|"otivation is the
A. Thematic Apperception Test
B. Rorschach inkblot test
C. WAIS-R
D. MMPI-2
Answer:"|0|0|||238|1|0|0.0|0.5902|0.5922|0.589|
6432|human_sexuality|"d in light of its social consequences
C. comparable to other biological functions
D. a and b
Answer:"|2|0|2|0|275|1|4|0.0145|0.7619|0.7644|0.861|
6433|business_ethics|"Global production networks, Recapture, Waste
D. Global production networks, Redesign, Profit
Answer:"|0|0|||296|1|0|0.0|0.9058|0.9081|0.808|
6434|moral_disputes|"t or agreement, and the affluent haven't entered into a contract or agreement with the poor.
Answer:"|1|1|||311|1|0|0.0|0.9983|1.0008|0.876|
6435|college_medicine|". a = g sin ?
B. a = g (sin ? – cos ?)
C. a = g (cos ? – µ sin ?)
D. a = g (sin ? – µ cos ?)
Answer:"|1|1|||381|1|0|0.0|1.4897|1.4906|0.694|
6436|moral_scenarios|" of the way.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|0|2|0|2|470|1|405|0.8617|0.0892|0.0909|0.698|
6437|miscellaneous|"t is the proletariat?
A. the homeless
B. the royalty
C. the upper class
D. the working class
Answer:"|2|2|||187|1|0|0.0|0.3684|0.3707|0.886|
6438|high_school_physics|" weight on a mountain peak located 6,000 m above sea level?
A. 60 N
B. 15 N
C. 30 N
D. 7.5 N
Answer:"|0|0|||457|1|0|0.0|2.1342|2.1369|0.755|
6439|high_school_statistics|"n, whereas the man’s height is only one standard deviation above the mean height of all men.
Answer:"|1|1|||523|1|0|0.0|2.7876|2.7887|0.906|
6440|high_school_macroeconomics|"l policy
D. Higher interest rates due to borrowing to conduct contractionary monetary policy
Answer:"|1|3|1|3|350|1|290|0.8286|0.071|0.0734|0.809|
6441|nutrition|"ercentage of Lactase non-persisters worldwide?

A. 45%-50%
B. 70%-75 %
C. 10%-15%
D. 30%-35%
Answer:"|1|1|||263|1|0|0.0|0.718|0.7205|0.788|
6442|astronomy|"denser materials settled nearer the Sun while lighter materials are found in the outer part.
Answer:"|2|2|||381|1|260|0.6824|0.1845|0.1857|0.694|
6443|nutrition|"A. Roots and Tubers
B. Fruits and vegetables
C. Beans and lentils
D. Meat and Dairy products
Answer:"|1|1|||242|1|202|0.8347|0.0402|0.0425|0.829|
6444|virology|"sahedral structure
C. Filamentous virus with protruding glycoproteins
D. Small round viruses
Answer:"|3|3|||201|1|0|0.0|0.4241|0.4261|0.694|
6445|management|"pply
B. Towards the consumer
C. At the same stage of the supply chain
D. In another industry
Answer:"|3|2|3|2|188|1|3|0.016|0.3611|0.3621|0.88|
6446|machine_learning|"g is NOT supervised learning?
A. PCA
B. Decision Tree
C. Linear Regression
D. Naive Bayesian
Answer:"|0|0|||236|1|0|0.0|0.5806|0.5829|0.992|
6447|management|"l agreement to share profits from a shared investment
D. Formal agreement to share knowledge
Answer:"|2|2|||201|1|153|0.7612|0.0431|0.0456|0.929|
6448|high_school_geography|"s an example of a bulk-gaining industry?
A. Steel
B. Bottled orange juice
C. Paper
D. Copper
Answer:"|3|0|3|0|201|1|1|0.005|0.4201|0.4216|0.896|
6449|high_school_biology|" requires
A. glucose, light, CO2
B. light, CO2, water
C. water, soil, O2
D. O2, water, light
Answer:"|1|1|||261|1|0|0.0|0.7073|0.7089|0.567|
6450|world_religions|"ition, the term Gathas refers to which of the following?
A. Hymns
B. Laws
C. Ethics
D. Myths
Answer:"|0|2|0|2|137|1|1|0.0073|0.1987|0.2006|0.99|
6451|professional_psychology|"inal fluid in the ventricles.
A. Spina bifida
B. Meningitis
C. Hydrocephalus
D. Encephalitis
Answer:"|1|1|||276|1|1|0.0036|0.7839|0.7862|0.843|
6452|business_ethics|"el of profit
C. makes a loss
D. cannot pay creditors in full after realisation of its assets
Answer:"|1|0|1|0|283|1|0|0.0|0.8292|0.8318|0.722|
6453|professional_law|"to be ripe
C. The issue can't be moot
D. A person must have a concrete stake in the outcome.
Answer:"|0|0|||1019|1|0|0.0|10.4855|10.4881|0.0|
6454|professional_law|"ny.
C. admissible as a proper lay opinion.
D. admissible as a statement of bodily condition.
Answer:"|3|3|||1065|1|0|0.0|11.4488|11.4497|0.0|
6455|professional_psychology|"to do the job
D. ratio of the number of workers needed to the number of applicants available
Answer:"|2|1|2|1|315|1|253|0.8032|0.0699|0.0706|0.906|
6456|philosophy|"ot have a sarcastic wit.
C. cannot have an interest in gourmet cooking.
D. all of the above.
Answer:"|2|2|||198|1|0|0.0|0.4118|0.4143|0.994|
6457|us_foreign_policy|"C. These organizations have little ability to constrain abusive leaders
D. None of the above
Answer:"|3|2|3|2|265|1|3|0.0113|0.7129|0.7145|0.956|
6458|miscellaneous|"Allen in the 1967 James Bond film 'Casino Royale'?
A. Dr Evil
B. Q
C. Little Jimmy Bond
D. M
Answer:"|0|0|||199|1|0|0.0|0.4159|0.4178|0.2|
6459|professional_law|"he driver is guilty of
A. larceny.
B. larceny by trick.
C. false pretenses.
D. embezzlement.
Answer:"|1|3|1|3|1014|1|954|0.9408|0.1374|0.1395|0.061|
6460|professional_accounting|" of depreciation can Baker deduct in the current year?
A. $533
B. $1,600
C. $2,000
D. $3,200
Answer:"|1|1|||429|1|0|0.0|1.8833|1.885|0.769|
6461|high_school_us_history|"ational economy
D. Federalist counter-reaction to the extreme budget-cutting under Jefferson
Answer:"|1|1|||1346|1|0|0.0|18.2518|18.2525|0.0|
6462|high_school_macroeconomics|"omy.
C. An increase in the amount of resources in the economy.
D. An increase in technology.
Answer:"|2|2|||335|1|0|0.0|1.1558|1.1583|0.984|
6463|high_school_psychology|"cessing and bottom-up processing
C. binocular and monocular cues
D. size and shape constancy
Answer:"|1|1|||242|1|0|0.0|0.6098|0.6122|0.243|
6464|college_physics|"w long does it take the stick to pass the observer ?
A. 1.6 ns
B. 2.5 ns
C. 4.2 ns
D. 6.9 ns
Answer:"|0|0|||340|1|0|0.0|1.19|1.1923|0.541|
6465|moral_scenarios|"y to fix it.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|3|3|||451|1|0|0.0|2.0791|2.0815|0.513|
6466|marketing|"d learn about products and brands?
A. Cognition.
B. Perception.
C. Learning.
D. Personality.
Answer:"|0|1|0|1|277|1|1|0.0036|0.7895|0.7919|0.52|
6467|marketing|"s a customer sees it are exhibiting
A. cooperation
B. empathy
C. responsibility
D. tolerance
Answer:"|3|1|3|1|270|1|249|0.9222|0.0314|0.0335|0.542|
6468|computer_security|"r okd to run as a non-root user.
A. True, True
B. False, False
C. True, False
D. False, True
Answer:"|3|3|||410|1|0|0.0|1.722|1.7244|0.924|
6469|high_school_government_and_politics|"ee to do so.
D. Congressional power over the bureaucracy is less than that of the president.
Answer:"|1|1|||383|1|0|0.0|1.5052|1.5076|0.926|
6470|professional_accounting|"ed in the consolidated financial statements?
A. $520,000
B. $550,000
C. $590,000
D. $650,000
Answer:"|0|0|||395|1|0|0.0|1.5998|1.6022|0.937|
6471|high_school_mathematics|"inf, 7)
Answer: C

How many odd perfect squares are between 5 and 211?
A. 2
B. 25
C. 6
D. 75
Answer:"|2|2|||288|1|0|0.0|0.8582|0.8602|0.888|
6472|high_school_psychology|"entrally involved in hunger motivation?
A. cerebellum
B. medulla
C. amygdala
D. hypothalamus
Answer:"|3|1|3|1|231|1|209|0.9048|0.0279|0.0285|0.949|
6473|professional_law|"because a business owner has a constitutional right to present and admit character evidence.
Answer:"|2|0|2|0|1193|1|953|0.7988|0.6953|0.698|0.978|
6474|moral_disputes|" of global economic justice.
D. accept the view that we have no negative duties to the poor.
Answer:"|2|2|||291|1|0|0.0|0.8759|0.8785|0.917|
6475|professional_psychology|"injection, because as administration becomes more painful, less medication will be requested
Answer:"|0|1|0|1|351|1|4|0.0114|1.2392|1.2418|0.777|
6476|professional_law|" because he had a duty to inspect the property to determine what the tenant was doing there.
Answer:"|2|0|2|0|1132|1|954|0.8428|0.43|0.4328|0.816|
6477|professional_accounting|"untant's report that explains the underlying purpose of recording assets at historical cost.
Answer:"|2|0|2|0|495|1|342|0.6909|0.2836|0.2861|0.97|
6478|global_facts|"f the following countries emitted the most CO2 in 2017?
A. Canada
B. Russia
C. Iran
D. Japan
Answer:"|1|1|||171|1|0|0.0|0.3095|0.3119|0.949|
6479|prehistory|"0 years ago
B. 20,000–25,000 years ago
C. 35,000–40,000 years ago
D. 40,000–45,000 years ago
Answer:"|3|3|||238|1|0|0.0|0.5902|0.5929|0.65|
6480|high_school_mathematics|"es each 1 unit from the center. The volume of this solid is
A. 8π
B. 32π/3
C. 25π/3
D. 22π/3
Answer:"|1|2|1|2|305|1|269|0.882|0.0435|0.046|0.954|
6481|high_school_government_and_politics|" presidential elections
D. They raise money to influence federal, state, and local elections
Answer:"|2|1|2|1|375|1|318|0.848|0.07|0.0724|0.985|
6482|miscellaneous|"liquid via the application of heat?
A. distillation
B. photosynthesis
C. freezing
D. melting
Answer:"|1|1|||195|1|0|0.0|0.3998|0.4023|0.797|
6483|world_religions|" throughout many South Indian temples dedicated to Vishnu?
A. Andal
B. Devi
C. Ganga
D. Kali
Answer:"|0|0|||140|1|0|0.0|0.21|0.2126|0.715|
6484|formal_logic|"• Hxy}
C. (∃x)(∃y){[(Kx • Sx) • (Ey • Py)] • Hyx}
D. (∃x)(∃y){[(Kx • Px) • (Ey • Sy)] ⊃ Hxy}
Answer:"|2|2|||549|1|0|0.0|3.0689|3.0716|0.879|
6485|logical_fallacies|"rsons.
A. Fallacy of Composition
B. Fallacy of Division
C. Gambler's Fallacy
D. Equivocation
Answer:"|0|0|||370|1|0|0.0|1.406|1.4085|0.845|
6486|high_school_world_history|"on
C. New proposed political structures
D. The privileges and influence of religious leaders
Answer:"|2|2|||1355|1|0|0.0|18.4958|18.4975|0.0|
6487|high_school_government_and_politics|"w regulation?
A. Vertical federalism
B. Due process of law
C. Comity
D. Separation of powers
Answer:"|1|3|1|3|357|1|4|0.0112|1.2818|1.2842|0.593|
6488|professional_law|"r June 1 contract.
D. The agreement was unenforceable, since there was no new consideration.
Answer:"|3|0|3|0|1275|1|954|0.7482|1.1579|1.1597|0.988|
6489|professional_law|"ew medical procedure that was unrelated to the subject matter of the prior written contract.
Answer:"|3|0|3|0|1233|1|953|0.7729|0.9073|0.9103|0.974|
6490|high_school_computer_science|"(s)

 What is displayed as a result of running the code segment?
A. 1 1
B. 1 2
C. 2 3
D. 3 2
Answer:"|0|0|||514|1|0|0.0|2.6934|2.6959|0.796|
6491|college_medicine|"
D. After first walking into an anatomy lab, you no longer notice the smell of formaldehyde.
Answer:"|3|0|3|0|394|1|0|0.0|1.5918|1.5944|0.91|
6492|miscellaneous|"te over this income range is
A. regressive
B. progressive
C. proportional
D. revenue-neutral
Answer:"|1|1|||217|1|168|0.7742|0.0457|0.0482|0.847|
6493|high_school_mathematics|"s the probability that $x < y$?
A. \frac{1}{12}
B. \frac{1}{6}
C. \frac{2}{3}
D. \frac{1}{3}
Answer:"|2|2|||303|1|0|0.0|0.9484|0.951|0.304|
6494|clinical_knowledge|"ridge pressure.
B. Pressure on the little finger pulp.
C. Trapezius squeeze.
D. Sternal rub.
Answer:"|0|0|||170|1|0|0.0|0.306|0.3081|0.566|
6495|college_medicine|"ity disorder
B. An anxiety disorder
C. Depersonalization disorder
D. A schizophrenic episode
Answer:"|0|0|||379|1|305|0.8047|0.0927|0.0932|0.641|
6496|professional_law|"emain.
D. A partially executed contract means that at least one party has begun performance.
Answer:"|1|1|||1050|1|0|0.0|11.13|11.1323|0.0|
6497|virology|", Missouri etc.)
C. Southern California
D. The Pacific Northwest (Washington, Oregon, Idaho)
Answer:"|3|3|||207|1|0|0.0|0.4492|0.4514|0.801|
6498|professional_psychology|"a long period of time.
A. job satisfaction
B. job productivity
C. intelligence
D. motivation
Answer:"|3|3|||289|1|4|0.0138|0.8412|0.8437|0.848|
6499|high_school_biology|" deep due to the presence of a permafrost.
A. Desert
B. Tundra
C. Taiga
D. Deciduous forests
Answer:"|1|1|||268|1|0|0.0|0.745|0.7469|0.269|
6500|sociology|"abour in poor countries
D. we have become more aware of 'other' societies and ways of living
Answer:"|2|2|||306|1|0|0.0|0.967|0.9683|0.611|
6501|marketing|"buyers:
A. Exhibitions.
B. Sales promotions.
C. Mass media advertising.
D. Press conference.
Answer:"|3|2|3|2|278|1|1|0.0036|0.7951|0.7974|0.889|
6502|professional_law|"s a statement of recent perception.
D. the customer's answer was a present sense impression.
Answer:"|2|1|2|1|1236|1|953|0.771|0.9245|0.926|0.553|
6503|moral_disputes|"roduce the most good for everyone concerned.
D. in ways that serve one's own best interests.
Answer:"|2|2|||273|1|0|0.0|0.7726|0.7742|0.859|
6504|professional_medicine|"on
B. Catalase
C. Inhibition of B-lymphocyte function
D. Inhibition of T-lymphocyte function
Answer:"|3|0|3|0|844|1|1|0.0012|7.1909|7.1921|0.919|
6505|college_chemistry|"ric stretching
III. Asymmetric stretching
A. I only
B. II only
C. III only
D. I and III only
Answer:"|1|1|||259|1|0|0.0|0.6967|0.6982|0.813|
6506|professional_law|"existing obligation, which was insufficient consideration to support the neighbor's promise.
Answer:"|3|1|3|1|1336|1|954|0.7141|1.5928|1.5943|0.927|
6507|anatomy|"e left upper quadrant of the abdominal cavity?
A. Appendix
B. Duodenum
C. Spleen
D. Pancreas
Answer:"|0|0|||213|1|1|0.0047|0.4707|0.4732|0.213|
6508|us_foreign_policy|"14?
A. Naval victories
B. Diplomacy
C. British preoccupation with Europe
D. All of the above
Answer:"|1|1|||241|1|0|0.0|0.6049|0.6075|0.885|
6509|high_school_geography|"teristics EXCEPT
A. boundaries.
B. common features.
C. relative location.
D. easily defined.
Answer:"|3|1|3|1|198|1|1|0.0051|0.4079|0.4098|0.823|
6510|high_school_microeconomics|". There is a sale on ovens.
D. A new study reveals that apples increase your risk of cancer.
Answer:"|3|3|||380|1|0|0.0|1.482|1.4846|0.875|
6511|nutrition|" Z score <-3 or oedema
D. Height-for-age Z score <-3 or weight-for-age Z score <-3 or oedema
Answer:"|1|3|1|3|248|1|1|0.004|0.6349|0.6374|0.915|
6512|prehistory|" on maize and squash agriculture?
A. Ancestral Puebloan
B. Hohokam
C. Mississippian
D. Adena
Answer:"|0|0|||238|1|0|0.0|0.5902|0.5926|0.452|
6513|high_school_chemistry|"f solution for cerium(III) sulfate is endothermic.
D. The solution is not an ideal solution.
Answer:"|1|1|||265|1|0|0.0|0.7288|0.7314|0.706|
6514|high_school_macroeconomics|"sponds with a decrease in the price level
D. A rightward shift in the aggregate demand curve
Answer:"|0|0|||346|1|0|0.0|1.2318|1.2342|0.799|
6515|global_facts|"f people in the India who think political parties are corrupt is
A. 26%
B. 46%
C. 66%
D. 86%
Answer:"|3|3|||176|1|0|0.0|0.3274|0.33|0.806|
6516|miscellaneous|"he sat on 'fusilli Jerry'?
A. ophthalmologist
B. cardiologist
C. neurologist
D. proctologist
Answer:"|2|2|||195|1|0|0.0|0.3998|0.4023|0.748|
6517|logical_fallacies|"atory personality
B. Guilt by association
C. Reprehensible personality
D. Circular reasoning
Answer:"|0|0|||368|1|1|0.0027|1.3837|1.385|0.954|
6518|professional_medicine|"ode is
A. aortic insufficiency
B. aortic stenosis
C. mitral regurgitation
D. mitral stenosis
Answer:"|0|0|||839|1|1|0.0012|7.1063|7.1089|0.839|
6519|security_studies|" between universities, think tank, and policy has resulted in policy mergers at every level.
Answer:"|3|3|||794|1|1|0.0013|6.3679|6.3705|0.971|
6520|sociology|"
D. national testing and league tables made the new schools highly competitive and selective
Answer:"|0|0|||333|1|0|0.0|1.1422|1.1448|0.334|
6521|high_school_world_history|" the poem was known as
A. Jim Crow.
B. spheres of influence.
C. Boer division.
D. apartheid.
Answer:"|1|2|1|2|1291|1|1|0.0008|16.7701|16.7729|0.0|
6522|jurisprudence|"similar problems with Sipep products.
D. Ajax actually placed the dead insects into the can.
Answer:"|3|3|||371|1|1|0.0027|1.4061|1.4087|0.371|
6523|high_school_psychology|"ssed in what part of the brain?
A. occipital lobe
B. hypothalamus
C. thalamus
D. hippocampus
Answer:"|1|1|||233|1|0|0.0|0.5662|0.5686|0.94|
6524|jurisprudence|"
C. Fuller misconstrued the purpose of the law.
D. The Nazi rule of recognition was unclear.
Answer:"|3|3|||332|1|282|0.8494|0.0582|0.0606|0.422|
6525|high_school_physics|"he following is NOT equal to one tesla?
A. 1 J/(A*m^2)
B. 1 kg/(C*s)
C. 1 N/(A*m)
D. 1 A*N/V
Answer:"|3|1|3|1|432|1|1|0.0023|1.9008|1.9034|0.932|
6526|high_school_mathematics|"th number is added, the mean decreases to 12. What is the 8th number?
A. –12
B. –9
C. 0
D. 8
Answer:"|3|3|||301|1|0|0.0|0.9361|0.9383|0.724|
6527|logical_fallacies|"ts the fallacy of
A. appeal to force
B. tu quoque
C. ignorance of refutation
D. straw person
Answer:"|0|0|||358|1|1|0.0028|1.3103|1.3125|0.692|
6528|miscellaneous|"In what sport do athletes compete for the Walker Cup?
A. cricket
B. tennis
C. squash
D. golf
Answer:"|3|3|||187|1|0|0.0|0.3684|0.3687|0.912|
6529|professional_accounting|" loss.
D. By recognizing $10,000 in profit or loss and $5,000 in other comprehensive income.
Answer:"|0|0|||470|1|0|0.0|2.256|2.2583|0.829|
6530|high_school_biology|". This organism is most probably a
A. ectotherm.
B. endotherm.
C. thermophyle.
D. ascospore.
Answer:"|2|2|||274|1|0|0.0|0.7782|0.7787|0.275|
6531|miscellaneous|"ty of calcium in the human body is found where?
A. Hair
B. Blood
C. Bones
D. Digestive tract
Answer:"|0|3|0|3|189|1|168|0.8889|0.0233|0.0257|0.934|
6532|global_facts|"e is an unreasonable application of algorithmic decision making?
A. 26%
B. 41%
C. 56%
D. 71%
Answer:"|0|0|||186|1|0|0.0|0.3646|0.367|0.658|
6533|management|"taining the status quo
B. Understanding society
C. Harnessing diversity
D. Building capacity
Answer:"|1|1|||179|1|0|0.0|0.3383|0.3406|0.846|
6534|computer_security|"properties; which one is not?
A. Confidentiality
B. Availability
C. Correctness
D. Integrity
Answer:"|2|3|2|3|350|1|1|0.0029|1.253|1.2556|0.913|
6535|high_school_mathematics|" the function y = 5 + 3 * sin(pi – x)?
A. –3 ≤ y ≤ 3
B. –2 ≤ y ≤ 8
C. 0 ≤ y ≤ 6
D. 2 ≤ y ≤ 8
Answer:"|2|3|2|3|310|1|269|0.8677|0.0478|0.0486|0.955|
6536|moral_scenarios|"r my father.
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong
Answer:"|3|3|||446|1|0|0.0|2.0338|2.0354|0.861|
6537|moral_disputes|" kinds of speech?
A. hate speech
B. misogynistic speech
C. sexist speech
D. all of the above
Answer:"|1|1|||253|1|0|0.0|0.6654|0.6679|0.866|
6538|high_school_statistics|"eights of the packed boxes?
A. 28.000 pounds
B. 5.290 pounds
C. 4.085 pounds
D. 2.021 pounds
Answer:"|0|1|0|1|465|1|1|0.0022|2.1995|2.2021|0.899|
6539|human_aging|"en claimed to ward off senescence?
A. DHEA
B. Human growth hormone
C. Melatonin
D. Viasterol
Answer:"|0|1|0|1|204|1|1|0.0049|0.4325|0.4347|0.923|
6540|college_medicine|"d?
A. Cardiac muscle contraction
B. Transcription of mRNA from DNA
C. Krebs cycle
D. Meiosis
Answer:"|0|0|||367|1|1|0.0027|1.3763|1.3775|0.554|
6541|marketing|":
A. Mobile marketing.
B. Social media advertising.
C. Internet advertising.
D. E-marketing.
Answer:"|3|2|3|2|283|1|1|0.0035|0.8235|0.826|0.558|
6542|prehistory|"ons
C. improved stone tool technologies
D. symbolic expression through the production of art
Answer:"|3|3|||260|1|0|0.0|0.702|0.7046|0.75|
6543|professional_medicine|"eeks
C. prescription for clotrimazole troches
D. referral for an upper endoscopy with biopsy
Answer:"|3|0|3|0|876|1|1|0.0011|7.7439|7.7458|0.876|
6544|high_school_mathematics|"C

How many positive integers are factors of 120 and also factors of 40?
A. 4
B. 8
C. 2
D. 1
Answer:"|1|3|1|3|291|1|269|0.9244|0.0339|0.0364|0.773|
6545|professional_law|"it would take a new constitutional amendment to abrogate the immunity granted to the states.
Answer:"|1|1|||1148|1|0|0.0|13.2938|13.2966|0.0|
6546|high_school_psychology|" pituitary gland
C. changing frequency of sound waves
D. more neurons firing more frequently
Answer:"|3|3|||269|1|0|0.0|0.7505|0.7531|0.554|
